,epoch,batch,nn_4L_relu_b128_train,nn_4L_relu_b128_test,nn_2L_softplus_b128_train,nn_2L_softplus_b128_test,nn_5L_relu_b256_train,nn_5L_relu_b256_test,nn_4L_softplus_b128_train,nn_4L_softplus_b128_test,nn_2L_relu_b128_train,nn_2L_relu_b128_test,nn_4L_relu_b256_train,nn_4L_relu_b256_test,nn_3L_relu_b128_train,nn_3L_relu_b128_test,nn_3L_softplus_b128_train,nn_3L_softplus_b128_test,nn_5L_relu_b128_train,nn_5L_relu_b128_test
0,0.0,0.0,0.4878491461277008,2.349563837051392,104.9028091430664,84.25501251220703,0.8280612826347351,4.816769599914551,63.75770568847656,55.56134033203125,7.786823749542236,20.85797691345215,0.9550958275794984,2.0970828533172607,3.840643882751465,8.318085670471191,55.79895401000977,52.9604721069336,0.09376784414052963,0.02405111864209175
1,0.0,10.0,0.058592922985553735,0.4172852039337158,11.062715530395508,17.837352752685547,0.00587361166253686,0.051783040165901184,1.953958511352539,3.0180737972259517,0.2270026057958603,0.9445921182632446,0.009854395873844624,0.13460086286067965,0.026642056182026863,0.1532341092824936,1.705651044845581,0.6856966614723206,0.004163413308560847,0.03569256141781807
2,0.0,20.0,0.01095525547862053,0.10639650374650957,1.7346985340118408,5.603864669799805,0.007384141907095909,0.06524979323148727,0.2368207722902298,0.16425198316574094,0.03521096333861351,0.08364767581224443,0.002914446871727705,0.07456992566585541,0.007707773242145777,0.017884079366922382,0.5369709134101868,0.297217458486557,0.0022425514180213213,0.0793682187795639
3,0.0,30.0,0.005936086177825928,0.07704669237136841,0.04257512465119362,0.2999844551086426,0.001630871440283954,0.06297775357961655,0.06957082450389862,0.03600625321269035,0.01189546100795269,0.031624164432287216,0.0025853831321001053,0.06691809743642807,0.002736699767410755,0.03591608256101608,0.15722322463989258,0.6537060141563416,0.00215615751221776,0.06339945644140244
4,0.0,40.0,0.001323069678619504,0.07185233384370804,0.1931546181440353,0.09191682189702988,0.001429163501597941,0.06225022301077843,0.03853597491979599,0.08008671551942825,0.008956393226981163,0.18748430907726288,0.0012321643298491836,0.06999719142913817,0.0011144168674945831,0.03141733631491661,0.05117570981383324,0.02099769935011864,0.0017395298928022385,0.09048540145158768
5,0.0,50.0,0.0014375089667737484,0.032602060586214066,0.06123895570635796,0.02032627910375595,0.0007694970699958503,0.05009765550494194,0.022991610690951347,0.03224959596991539,0.0041278498247265824,0.039199847728013985,0.0005045277066528797,0.04655680805444717,0.0009592816350050274,0.02529120072722435,0.01990799605846405,0.2310122102499008,0.0005906071746721864,0.05221228301525116
6,0.0,60.0,0.0005749124102294445,0.029139278456568718,0.012218799442052841,0.098083958029747,0.0006235013715922832,0.05275426805019379,0.013411129824817179,0.09272406995296477,0.0012129915412515402,0.07896183431148529,0.0014997409889474511,0.030809080228209492,0.0009214109159074725,0.017414970323443413,0.011458679102361202,0.0793025866150856,0.0004507974663283676,0.04240555688738823
7,0.0,70.0,0.0007428647950291634,0.03342163562774658,0.01721044257283211,0.12924441695213318,0.0004521397640928626,0.046654369682073586,0.00919323693960905,0.05748513340950012,0.0008226434583775699,0.04421762749552727,0.000547095958609134,0.03716656565666199,0.0003513622214086354,0.012755253352224829,0.007697032298892736,0.13712254166603088,0.0005024765850976111,0.02832330949604512
8,0.0,80.0,0.0003682858077809215,0.023560699075460437,0.005364954471588135,0.110929436981678,0.0005369159625843167,0.052849918603897095,0.007242769468575716,0.0960640087723732,0.0005705959629267454,0.04136376082897186,0.0003254593175370246,0.03636017069220543,0.00027474306989461184,0.012453995645046234,0.006518819369375707,0.09643643349409103,0.0007664433214813472,0.03358258679509163
9,0.0,90.0,0.0003205922257620841,0.03082980401813984,0.005286007653921843,0.07871029525995255,0.00037222990067675715,0.042719747871160514,0.006400939542800188,0.08698339015245438,0.000443512195488438,0.0351964496076107,0.00036226821248419583,0.028871588408946987,0.00023416997282765806,0.011810458265244959,0.005443326197564603,0.11670741438865663,0.0010109884897246957,0.02524550445377827
