,epoch,batch,train,test
0,0.0,0.0,55.798954010009766,52.960472106933594
1,0.0,10.0,1.705651044845581,0.6856966614723206
2,0.0,20.0,0.5369709134101868,0.297217458486557
3,0.0,30.0,0.15722322463989258,0.6537060141563416
4,0.0,40.0,0.05117570981383324,0.020997699350118637
5,0.0,50.0,0.01990799605846405,0.23101221024990082
6,0.0,60.0,0.011458679102361202,0.0793025866150856
7,0.0,70.0,0.0076970322988927364,0.13712254166603088
8,0.0,80.0,0.006518819369375706,0.09643643349409103
9,0.0,90.0,0.005443326197564602,0.11670741438865662
10,0.0,100.0,0.004712815862149,0.08845500648021698
11,0.0,110.0,0.004144021775573492,0.09506386518478394
12,0.0,120.0,0.0035892047453671694,0.081122487783432
13,0.0,130.0,0.0031315977685153484,0.07484420388936996
14,0.0,140.0,0.0027850705664604902,0.06756279617547989
15,0.0,150.0,0.0025139509234577417,0.05893688648939133
16,0.0,160.0,0.0022222637198865414,0.05942322313785553
17,0.0,170.0,0.002017284044995904,0.05633412301540375
18,0.0,180.0,0.0018509847577661276,0.05021175369620323
19,0.0,190.0,0.001693560043349862,0.04745898023247719
20,0.0,200.0,0.0015898470301181078,0.04765557870268822
21,0.0,210.0,0.0014647580683231354,0.04263727366924286
22,0.0,220.0,0.0013928116532042623,0.037912119179964066
23,0.0,230.0,0.0013106410624459386,0.03927546739578247
24,0.0,240.0,0.00122411351185292,0.03893416002392769
25,0.0,250.0,0.00114295759703964,0.036634065210819244
26,0.0,260.0,0.001100272173061967,0.03445078805088997
27,0.0,270.0,0.0010485266102477908,0.03179468214511871
28,1.0,0.0,0.001027768710628152,0.030541107058525085
29,1.0,10.0,0.0010333486134186387,0.029346441850066185
30,1.0,20.0,0.0009353427449241281,0.02993522211909294
31,1.0,30.0,0.0008805213146843016,0.031347036361694336
32,1.0,40.0,0.0008587121847085655,0.03027225099503994
33,1.0,50.0,0.0008083574357442558,0.027779443189501762
34,1.0,60.0,0.0007779924781061709,0.02592020109295845
35,1.0,70.0,0.0007600534590892494,0.024417119100689888
36,1.0,80.0,0.0007224918808788061,0.024652374908328056
37,1.0,90.0,0.0006966693326830864,0.025485539808869362
38,1.0,100.0,0.0006765624275431037,0.025371385738253593
39,1.0,110.0,0.0006458473508246243,0.022851886227726936
40,1.0,120.0,0.0006460534641519189,0.0210206750780344
41,1.0,130.0,0.000610178685747087,0.022212127223610878
42,1.0,140.0,0.0006001252331770957,0.021577298641204834
43,1.0,150.0,0.0005737507599405944,0.02219243533909321
44,1.0,160.0,0.0005536786047741771,0.02014104276895523
45,1.0,170.0,0.0005371037987060845,0.02027839422225952
46,1.0,180.0,0.0005257612792775035,0.01948215812444687
47,1.0,190.0,0.0005051735206507146,0.01812298595905304
48,1.0,200.0,0.000488129211589694,0.016832619905471802
49,1.0,210.0,0.00047740296577103436,0.01751253381371498
50,1.0,220.0,0.00046180898789316416,0.016393473371863365
51,1.0,230.0,0.0004496066248975694,0.015280197374522686
52,1.0,240.0,0.0004416278679855168,0.015669578686356544
53,1.0,250.0,0.00044129978050477803,0.014967301860451698
54,1.0,260.0,0.00041926762787625194,0.014125186949968338
55,1.0,270.0,0.000421998935053125,0.014027544297277927
56,2.0,0.0,0.00041612109635025263,0.0122120575979352
57,2.0,10.0,0.0003994254511781037,0.01336035504937172
58,2.0,20.0,0.00040555334999226034,0.014328849501907825
59,2.0,30.0,0.0003827166510745883,0.012936132960021496
60,2.0,40.0,0.00037165990215726197,0.012491177767515182
61,2.0,50.0,0.00036349837318994105,0.012061244808137417
62,2.0,60.0,0.00035524769918993115,0.011549018323421478
63,2.0,70.0,0.00034859651350416243,0.011501961387693882
64,2.0,80.0,0.0003448481729719788,0.011204433627426624
65,2.0,90.0,0.00033415338839404285,0.011209290474653244
66,2.0,100.0,0.00033299039932899177,0.011500886641442776
67,2.0,110.0,0.0003232864837627858,0.010430523194372654
68,2.0,120.0,0.0003183993976563215,0.01013752818107605
69,2.0,130.0,0.0003130828554276377,0.009696551598608494
70,2.0,140.0,0.00030565710039809346,0.010441328398883343
71,2.0,150.0,0.00030039853299967945,0.009657453745603561
72,2.0,160.0,0.000295627280138433,0.009119323454797268
73,2.0,170.0,0.0002898818929679692,0.00925703626126051
74,2.0,180.0,0.0002848775184247643,0.009183735586702824
75,2.0,190.0,0.00028716179076582193,0.008674507029354572
76,2.0,200.0,0.0002799242502078414,0.009495810605585575
77,2.0,210.0,0.0002861538087017834,0.009136473760008812
78,2.0,220.0,0.0002740904747042805,0.0091401357203722
79,2.0,230.0,0.0002642549225129187,0.008083333261311054
80,2.0,240.0,0.0002628899528644979,0.008318846113979816
81,2.0,250.0,0.00025771369109861553,0.008098488673567772
82,2.0,260.0,0.0002524479932617396,0.007711757905781269
83,2.0,270.0,0.0002477833768352866,0.007551121525466442
84,3.0,0.0,0.0002470163453835994,0.007583867758512497
